origin,destination,price
BVM,FOR,247
BVM,PIV,596
BVM,PIG,655
BVM,POO,60
BVM,PLL,711
BVM,PMG,723
BVM,LCB,376
BVM,PBX,931
BVM,PTQ,256
BVM,PBV,176
BVM,PNB,197
BVM,BPS,660
BVM,PPY,84
BVM,PDF,220
BVM,RBR,902
BVM,BSB,16
BVM,PGG,774
BVM,RDC,849
BVM,MGF,930
BVM,JDO,474
BVM,IDO,793
BVM,RIG,259
BVM,RVD,32
BVM,ROO,672
BVM,URG,997
BVM,POA,6
BVM,SNZ,912
BVM,CSU,27
BVM,SFV,237
BVM,GYN,832
BVM,AJU,632
BVM,SRA,207
BVM,SSZ,880
BVM,PHB,844
BVM,SDU,414
BVM,SXO,954
BVM,SXX,747
BVM,SJP,22
BVM,SJK,353
BVM,SSO,773
BVM,SQY,162
BVM,SBJ,232
BVM,SQM,297
BVM,SQX,214
BVM,GRU,487
BVM,ZMD,802
BVM,THE,347
BVM,SEI,617
BVM,GEL,129
BVM,RRN,778
BVM,RSG,156
BVM,OPS,130
BVM,SOD,657
BVM,SWM,124
BVM,RWS,806
BVM,TBT,999
BVM,CNF,266
BVM,GPB,16
BVM,TGQ,911
BVM,TRQ,469
BVM,TFF,61
BVM,TXF,488
BVM,TEC,328
BVM,TFL,227
BVM,TOW,209
BVM,TSQ,93
BVM,TMT,248
BVM,TUZ,839
BVM,TUR,402
BVM,UBT,92
BVM,UBA,563
BVM,UNA,946
BVM,IPN,52
BVM,BEL,80
BVM,VAL,812
BVM,VIA,468
BVM,BVH,657
BVM,VCP,937
BVM,VDC,671
BVM,VOT,713
BVM,AXE,272
BGV,PPB,944
BGV,MVS,201
BGV,XAP,10
BGV,CWB,571
BGV,ALT,821
BGV,AMJ,29
BGV,AFL,790
BGV,ATM,590
BGV,APY,325
BGV,APS,295
BGV,APU,832
BGV,ARU,919
BGV,ARS,314
BGV,AUX,767
BGV,APQ,156
BGV,APX,213
BGV,AAG,697
BGV,AQA,648
BGV,AAX,167
BGV,AQM,350
BGV,AAI,553
BGV,ZFU,737
BGV,AIF,846
BGV,NAT,749
BGV,BFH,416
BGV,BSS,3
BGV,BAZ,865
BGV,BQQ,426
BGV,BDC,387
BGV,BPG,420
BGV,BRA,618
BGV,BRB,633
BGV,CAW,488
BGV,RIA,567
BGV,BAU,178
BGV,BVM,977
BGV,BNU,883
BGV,BVB,626
BGV,BCR,621
BGV,LAZ,933
BGV,BYO,472
BGV,RBB,202
BGV,BJP,197
BGV,BVS,606
BGV,BMS,980
BGV,BZC,772
BGV,CFB,641
BGV,CFC,115
BGV,CCX,249
BGV,CCQ,751
BGV,CDI,243
BGV,OAL,516
BGV,CLV,280
BGV,CMT,916
BGV,CMC,953
BGV,CPQ,648
BGV,CMP,205
BGV,CXJ,813
BGV,CGR,18
BGV,CBW,448
BGV,NBV,370
BGV,CQA,233
BGV,CNV,129
BGV,FLB,598
BGV,CKS,659
BGV,CAF,390
BGV,CRQ,451
BGV,CZB,548
BGV,CLN,902
BGV,CAU,859
BGV,CTP,759
BGV,CAC,707
BGV,CSS,934
BGV,JPA,304
BGV,TLZ,811
BGV,IGU,245
BGV,BAT,330
BGV,LEC,134
BGV,BGX,30
BGV,CIZ,576
BGV,CSW,540
BGV,ERM,690
BGV,CDJ,901
BGV,CCI,591
BGV,STZ,700
BGV,CFO,293
BGV,CGH,605
BGV,CKO,853
BGV,CMG,217
BGV,CCM,852
BGV,CZS,262
BGV,CPU,764
BGV,SJL,471
BGV,DMT,113
BGV,DNO,235
BGV,DIQ,429
BGV,MVF,850
BGV,CTQ,526
BGV,LVB,803
BGV,DOU,366
BGV,MII,704
BGV,PVI,886
BGV,IOS,575
BGV,STM,230
BGV,UDI,731
BGV,MAO,361
BGV,ERN,989
BGV,UMU,227
BGV,URB,78
BGV,ESI,426
BGV,VIX,903
BGV,ALQ,216
BGV,PET,702
BGV,FEJ,707
BGV,FEC,191
BGV,FEN,223
BGV,FRC,6
BGV,FBE,479
BGV,JDF,836
BGV,GIG,56
BGV,PVH,485
BGV,GVR,690
BGV,GCV,983
BGV,GDP,933
BGV,GJM,231
BGV,GNM,440
BGV,GUZ,512
BGV,REC,126
BGV,GUJ,454
BGV,GMS,87
BGV,GRP,3
BGV,LOI,822
BGV,FLN,471
BGV,ITR,66
BGV,HRZ,567
BGV,ILB,473
BGV,IMP,272
BGV,IPU,544
BGV,IPG,929
BGV,IRE,961
BGV,ITN,317
BGV,ITA,796
BGV,ITB,363
BGV,ITI,100
BGV,ITP,74
BGV,ITQ,799
BGV,AUB,683
BGV,ITE,30
BGV,IJU,36
BGV,JCR,630
BGV,JCM,776
BGV,JNA,328
BGV,JTI,323
BGV,JEQ,743
BGV,JPR,355
BGV,JCB,328
BGV,CPV,570
BGV,JIA,809
BGV,JRN,95
BGV,LBR,68
BGV,LAJ,573
BGV,JOI,408
BGV,RAO,31
BGV,LEP,162
BGV,LIP,862
BGV,LDB,340
BGV,SSA,167
BGV,MEA,841
BGV,MCP,562
BGV,VAG,652
BGV,MNX,250
BGV,MAB,939
BGV,SLZ,742
BGV,CGB,453
BGV,MTG,982
BGV,MBK,453
BGV,MBZ,296
BGV,NTM,909
BGV,MTE,322
BGV,MEU,339
BGV,MOC,463
BGV,PNG,10
BGV,PTO,616
BGV,NNU,356
BGV,NVT,37
BGV,NQL,145
BGV,NOK,592
BGV,NVP,399
BGV,OBI,943
BGV,OYK,921
BGV,ORX,788
BGV,OIA,6
BGV,OUS,457
BGV,MCZ,935
BGV,PMW,226
BGV,PLU,995
BGV,PBB,652
BGV,PIN,889
BGV,PFB,365
BGV,PSW,391
BGV,POJ,20
BGV,PAV,864
BGV,PNZ,476
BGV,PCS,289
BGV,PBQ,37
BGV,PHI,317
BGV,FOR,615
BGV,PIV,327
BGV,PIG,381
BGV,POO,928
BGV,PLL,257
BGV,PMG,165
BGV,LCB,69
BGV,PBX,750
BGV,PTQ,703
BGV,PBV,926
BGV,PNB,866
BGV,BPS,578
BGV,PPY,150
BGV,PDF,105
BGV,RBR,341
BGV,BSB,703
BGV,PGG,447
BGV,RDC,28
BGV,MGF,600
BGV,JDO,477
BGV,IDO,475
BGV,RIG,882
BGV,RVD,473
BGV,ROO,15
BGV,URG,536
BGV,POA,819
BGV,SNZ,791
BGV,CSU,493
BGV,SFV,149
BGV,GYN,372
BGV,AJU,308
BGV,SRA,647
BGV,SSZ,46
BGV,PHB,314
BGV,SDU,675
BGV,SXO,923
BGV,SXX,226
BGV,SJP,916
BGV,SJK,654
BGV,SSO,490
BGV,SQY,247
BGV,SBJ,199
BGV,SQM,268
BGV,SQX,389
BGV,GRU,447
BGV,ZMD,552
BGV,THE,156
BGV,SEI,348
BGV,GEL,116
BGV,RRN,389
BGV,RSG,755
BGV,OPS,240
BGV,SOD,154
BGV,SWM,234
BGV,RWS,969
BGV,TBT,701
BGV,CNF,728
BGV,GPB,360
BGV,TGQ,736
BGV,TRQ,887
BGV,TFF,679
BGV,TXF,985
BGV,TEC,11
BGV,TFL,418
BGV,TOW,750
BGV,TSQ,680
BGV,TMT,604
BGV,TUZ,118
BGV,TUR,262
BGV,UBT,787
BGV,UBA,721
BGV,UNA,526
BGV,IPN,15
BGV,BEL,118
BGV,VAL,268
BGV,VIA,13
BGV,BVH,857
BGV,VCP,328
BGV,VDC,761
BGV,VOT,777
BGV,AXE,836
BNU,PPB,915
BNU,MVS,208
BNU,XAP,63
BNU,CWB,928
BNU,ALT,327
BNU,AMJ,10
BNU,AFL,422
BNU,ATM,982
BNU,APY,292
BNU,APS,115
BNU,APU,916
BNU,ARU,687
BNU,ARS,849
BNU,AUX,222
BNU,APQ,801
BNU,APX,491
BNU,AAG,735
BNU,AQA,524
BNU,AAX,703
BNU,AQM,231
BNU,AAI,993
BNU,ZFU,474
BNU,AIF,207
BNU,NAT,367
BNU,BFH,903
BNU,BSS,414
BNU,BAZ,223
BNU,BQQ,978
BNU,BDC,844
BNU,BPG,503
BNU,BRA,386
BNU,BRB,289
BNU,CAW,876
BNU,RIA,547
BNU,BAU,713
BNU,BVM,666
BNU,BGV,821
BNU,BVB,12
BNU,BCR,214
BNU,LAZ,678
BNU,BYO,616
BNU,RBB,135
BNU,BJP,635
BNU,BVS,692
BNU,BMS,885
BNU,BZC,845
BNU,CFB,905
BNU,CFC,623
BNU,CCX,799
BNU,CCQ,998
BNU,CDI,165
BNU,OAL,824
BNU,CLV,834
BNU,CMT,897
BNU,CMC,666
BNU,CPQ,950
BNU,CMP,232
BNU,CXJ,933
BNU,CGR,558
BNU,CBW,509
BNU,NBV,677
BNU,CQA,536
BNU,CNV,156
BNU,FLB,344
BNU,CKS,874
BNU,CAF,993
BNU,CRQ,644
BNU,CZB,602
BNU,CLN,67
BNU,CAU,353
BNU,CTP,915
BNU,CAC,183
BNU,CSS,180
BNU,JPA,870
BNU,TLZ,417
BNU,IGU,936
BNU,BAT,299
BNU,LEC,194
BNU,BGX,394
BNU,CIZ,611
BNU,CSW,135
BNU,ERM,323
BNU,CDJ,910
BNU,CCI,1
BNU,STZ,295
BNU,CFO,194
BNU,CGH,733
BNU,CKO,708
BNU,CMG,995
BNU,CCM,624
BNU,CZS,827
BNU,CPU,507
BNU,SJL,314
BNU,DMT,847
BNU,DNO,432
BNU,DIQ,578
BNU,MVF,523
BNU,CTQ,726
BNU,LVB,777
BNU,DOU,170
BNU,MII,398
BNU,PVI,626
BNU,IOS,703
BNU,STM,606
BNU,UDI,958
BNU,MAO,905
BNU,ERN,465
BNU,UMU,37
BNU,URB,992
BNU,ESI,992
BNU,VIX,675
BNU,ALQ,474
BNU,PET,950
BNU,FEJ,947
BNU,FEC,706
BNU,FEN,41
BNU,FRC,779
BNU,FBE,879
BNU,JDF,917
BNU,GIG,251
BNU,PVH,68
BNU,GVR,59
BNU,GCV,572
BNU,GDP,94
BNU,GJM,387
BNU,GNM,112
BNU,GUZ,189
BNU,REC,331
BNU,GUJ,436
BNU,GMS,117
BNU,GRP,506
BNU,LOI,509
BNU,FLN,526
BNU,ITR,372
BNU,HRZ,219
BNU,ILB,63
BNU,IMP,860
BNU,IPU,986
BNU,IPG,397
BNU,IRE,662
BNU,ITN,575
BNU,ITA,26
BNU,ITB,295
BNU,ITI,55
BNU,ITP,460
BNU,ITQ,735
BNU,AUB,731
BNU,ITE,805
BNU,IJU,619
BNU,JCR,6
BNU,JCM,294
BNU,JNA,784
BNU,JTI,965
BNU,JEQ,121
BNU,JPR,316
BNU,JCB,52
BNU,CPV,601
BNU,JIA,177
BNU,JRN,824
BNU,LBR,405
BNU,LAJ,541
BNU,JOI,67
BNU,RAO,880
BNU,LEP,292
BNU,LIP,863
BNU,LDB,690
BNU,SSA,273
BNU,MEA,209
BNU,MCP,876
BNU,VAG,237
BNU,MNX,889
BNU,MAB,640
BNU,SLZ,271
BNU,CGB,853
BNU,MTG,726
BNU,MBK,676
BNU,MBZ,195
BNU,NTM,528
BNU,MTE,373
BNU,MEU,639
BNU,MOC,641
BNU,PNG,894
BNU,PTO,963
BNU,NNU,63
BNU,NVT,795
BNU,NQL,823
BNU,NOK,799
BNU,NVP,706
BNU,OBI,234
BNU,OYK,895
BNU,ORX,720
BNU,OIA,959
BNU,OUS,359
BNU,MCZ,209
BNU,PMW,543
BNU,PLU,723
BNU,PBB,225
BNU,PIN,647
BNU,PFB,792
BNU,PSW,984
BNU,POJ,775
BNU,PAV,278
BNU,PNZ,127
BNU,PCS,798
BNU,PBQ,494
BNU,PHI,356
BNU,FOR,338
BNU,PIV,660
BNU,PIG,807
BNU,POO,642
BNU,PLL,889
BNU,PMG,496
BNU,LCB,863
BNU,PBX,609
BNU,PTQ,949
BNU,PBV,394
BNU,PNB,752
BNU,BPS,2
BNU,PPY,13
BNU,PDF,221
BNU,RBR,893
BNU,BSB,5
BNU,PGG,849
BNU,RDC,708
BNU,MGF,822
BNU,JDO,45
BNU,IDO,544
BNU,RIG,673
BNU,RVD,375
BNU,ROO,317
BNU,URG,95
BNU,POA,404
BNU,SNZ,533
BNU,CSU,516
BNU,SFV,872
BNU,GYN,844
BNU,AJU,611
BNU,SRA,700
BNU,SSZ,160
BNU,PHB,44
BNU,SDU,799
BNU,SXO,795
BNU,SXX,859
BNU,SJP,816
BNU,SJK,735
BNU,SSO,254
BNU,SQY,247
BNU,SBJ,885
BNU,SQM,605
BNU,SQX,300
BNU,GRU,545
BNU,ZMD,150
BNU,THE,316
BNU,SEI,551
BNU,GEL,840
BNU,RRN,334
BNU,RSG,447
BNU,OPS,378
BNU,SOD,533
BNU,SWM,577
BNU,RWS,14
BNU,TBT,36
BNU,CNF,932
BNU,GPB,599
BNU,TGQ,783
BNU,TRQ,13
BNU,TFF,484
BNU,TXF,498
BNU,TEC,67
BNU,TFL,468
BNU,TOW,460
BNU,TSQ,777
BNU,TMT,63
BNU,TUZ,303
BNU,TUR,386
BNU,UBT,544
BNU,UBA,1
BNU,UNA,883
BNU,IPN,916
BNU,BEL,620
BNU,VAL,13
BNU,VIA,421
BNU,BVH,333
BNU,VCP,517
BNU,VDC,54
BNU,VOT,229
BNU,AXE,916
BVB,PPB,241
BVB,MVS,378
BVB,XAP,176
BVB,CWB,408
BVB,ALT,827
BVB,AMJ,383
BVB,AFL,571
BVB,ATM,510
BVB,APY,709
BVB,APS,893
BVB,APU,313
BVB,ARU,971
BVB,ARS,611
BVB,AUX,8
BVB,APQ,475
BVB,APX,221
BVB,AAG,331
BVB,AQA,797
BVB,AAX,367
BVB,AQM,556
BVB,AAI,600
BVB,ZFU,133
BVB,AIF,707
BVB,NAT,201
BVB,BFH,901
BVB,BSS,754
BVB,BAZ,293
BVB,BQQ,320
BVB,BDC,304
BVB,BPG,44
BVB,BRA,831
BVB,BRB,156
BVB,CAW,649
BVB,RIA,218
BVB,BAU,200
BVB,BVM,148
BVB,BGV,174
BVB,BNU,261
BVB,BCR,62
BVB,LAZ,855
BVB,BYO,440
BVB,RBB,78
BVB,BJP,391
BVB,BVS,78
BVB,BMS,69
BVB,BZC,926
BVB,CFB,292
BVB,CFC,471
BVB,CCX,264
BVB,CCQ,140
BVB,CDI,938
BVB,OAL,24
BVB,CLV,473
BVB,CMT,903
BVB,CMC,413
BVB,CPQ,207
BVB,CMP,605
BVB,CXJ,936
BVB,CGR,406
BVB,CBW,444
BVB,NBV,509
BVB,CQA,147
BVB,CNV,112
BVB,FLB,444
BVB,CKS,551
BVB,CAF,71
BVB,CRQ,578
BVB,CZB,730
BVB,CLN,589
BVB,CAU,28
BVB,CTP,82
BVB,CAC,224
BVB,CSS,378
BVB,JPA,27
BVB,TLZ,351
BVB,IGU,865
BVB,BAT,979
BVB,LEC,219
BVB,BGX,187
BVB,CIZ,699
BVB,CSW,293
BVB,ERM,813
BVB,CDJ,277
BVB,CCI,552
BVB,STZ,933
BVB,CFO,120
BVB,CGH,181
BVB,CKO,188
BVB,CMG,15
BVB,CCM,3
BVB,CZS,630
BVB,CPU,793
BVB,SJL,486
BVB,DMT,205
BVB,DNO,841
BVB,DIQ,874
BVB,MVF,523
BVB,CTQ,623
BVB,LVB,668
BVB,DOU,320
BVB,MII,32
BVB,PVI,805
BVB,IOS,233
BVB,STM,992
BVB,UDI,10
BVB,MAO,352
BVB,ERN,292
BVB,UMU,431
BVB,URB,515
BVB,ESI,592
BVB,VIX,507
BVB,ALQ,923
BVB,PET,79
BVB,FEJ,418
BVB,FEC,575
BVB,FEN,963
BVB,FRC,854
BVB,FBE,548
BVB,JDF,576
BVB,GIG,715
BVB,PVH,635
BVB,GVR,936
BVB,GCV,932
BVB,GDP,812
BVB,GJM,881
BVB,GNM,196
BVB,GUZ,608
BVB,REC,668
BVB,GUJ,272
BVB,GMS,794
BVB,GRP,523
BVB,LOI,920
BVB,FLN,789
BVB,ITR,868
BVB,HRZ,285
BVB,ILB,283
BVB,IMP,539
BVB,IPU,633
BVB,IPG,836
BVB,IRE,84
BVB,ITN,253
BVB,ITA,836
BVB,ITB,590
BVB,ITI,965
BVB,ITP,358
BVB,ITQ,704
BVB,AUB,196
BVB,ITE,187
BVB,IJU,75
BVB,JCR,855
BVB,JCM,965
BVB,JNA,260
BVB,JTI,680
BVB,JEQ,152
BVB,JPR,867
BVB,JCB,531
BVB,CPV,607
BVB,JIA,525
BVB,JRN,166
BVB,LBR,391
BVB,LAJ,397
BVB,JOI,415
BVB,RAO,889
BVB,LEP,767
BVB,LIP,986
BVB,LDB,267
BVB,SSA,387
BVB,MEA,987
BVB,MCP,559
BVB,VAG,202
BVB,MNX,372
BVB,MAB,133
BVB,SLZ,730
BVB,CGB,932
BVB,MTG,176
BVB,MBK,110
BVB,MBZ,128
BVB,NTM,329
BVB,MTE,63
BVB,MEU,578
BVB,MOC,409
BVB,PNG,652
BVB,PTO,931
BVB,NNU,676
BVB,NVT,274
BVB,NQL,914
BVB,NOK,508
BVB,NVP,907
BVB,OBI,122
BVB,OYK,892
BVB,ORX,644
BVB,OIA,172
BVB,OUS,272
BVB,MCZ,386
BVB,PMW,64
BVB,PLU,843
BVB,PBB,248
BVB,PIN,459
BVB,PFB,299
BVB,PSW,208
BVB,POJ,713
BVB,PAV,354
BVB,PNZ,28
BVB,PCS,242
BVB,PBQ,31
BVB,PHI,188
BVB,FOR,274
BVB,PIV,313
BVB,PIG,414
BVB,POO,28
BVB,PLL,730
BVB,PMG,727
BVB,LCB,189
BVB,PBX,750
BVB,PTQ,353
BVB,PBV,154
BVB,PNB,209
BVB,BPS,54
BVB,PPY,970
BVB,PDF,697
BVB,RBR,935
BVB,BSB,444
BVB,PGG,67
BVB,RDC,633
BVB,MGF,831
BVB,JDO,848
BVB,IDO,77
BVB,RIG,138
BVB,RVD,556
BVB,ROO,347
BVB,URG,868
BVB,POA,687
BVB,SNZ,817
BVB,CSU,27
BVB,SFV,915
BVB,GYN,424
BVB,AJU,863
BVB,SRA,618
BVB,SSZ,669
BVB,PHB,247
BVB,SDU,163
BVB,SXO,123
BVB,SXX,183
BVB,SJP,936
BVB,SJK,152
BVB,SSO,529
BVB,SQY,588
BVB,SBJ,755
BVB,SQM,167
BVB,SQX,838
BVB,GRU,368
BVB,ZMD,649
BVB,THE,805
BVB,SEI,870
BVB,GEL,709
BVB,RRN,905
BVB,RSG,937
BVB,OPS,178
BVB,SOD,177
BVB,SWM,30
BVB,RWS,951
BVB,TBT,313
BVB,CNF,393
BVB,GPB,647
BVB,TGQ,492
BVB,TRQ,58
BVB,TFF,514
BVB,TXF,277
BVB,TEC,418
BVB,TFL,541
BVB,TOW,470
BVB,TSQ,659
BVB,TMT,680
BVB,TUZ,564
BVB,TUR,449
BVB,UBT,283
BVB,UBA,606
BVB,UNA,920
BVB,IPN,771
BVB,BEL,746
BVB,VAL,420
BVB,VIA,92
BVB,BVH,605
BVB,VCP,290
BVB,VDC,347
BVB,VOT,524
BVB,AXE,421
BCR,PPB,803
BCR,MVS,310
BCR,XAP,832
BCR,CWB,11
BCR,ALT,771
BCR,AMJ,824
BCR,AFL,221
BCR,ATM,544
BCR,APY,748
BCR,APS,737
BCR,APU,987
BCR,ARU,705
BCR,ARS,803
BCR,AUX,533
BCR,APQ,444
BCR,APX,929
BCR,AAG,132
BCR,AQA,504
BCR,AAX,200
BCR,AQM,112
BCR,AAI,640
BCR,ZFU,294
BCR,AIF,362
BCR,NAT,240
BCR,BFH,419
BCR,BSS,609
BCR,BAZ,32
BCR,BQQ,578
BCR,BDC,685
BCR,BPG,173
BCR,BRA,562
BCR,BRB,978
BCR,CAW,556
BCR,RIA,164
BCR,BAU,424
BCR,BVM,264
BCR,BGV,554
BCR,BNU,839
BCR,BVB,959
BCR,LAZ,131
BCR,BYO,771
BCR,RBB,813
BCR,BJP,678
BCR,BVS,203
BCR,BMS,680
BCR,BZC,777
BCR,CFB,112
BCR,CFC,387
BCR,CCX,384
BCR,CCQ,195
BCR,CDI,585
BCR,OAL,820
BCR,CLV,113
BCR,CMT,576
BCR,CMC,3
BCR,CPQ,754
BCR,CMP,301
BCR,CXJ,501
BCR,CGR,761
BCR,CBW,970
BCR,NBV,451
BCR,CQA,190
BCR,CNV,974
BCR,FLB,289
BCR,CKS,209
BCR,CAF,691
BCR,CRQ,134
BCR,CZB,148
BCR,CLN,264
BCR,CAU,923
BCR,CTP,271
BCR,CAC,724
BCR,CSS,257
BCR,JPA,217
BCR,TLZ,754
BCR,IGU,369
BCR,BAT,563
BCR,LEC,411
BCR,BGX,623
BCR,CIZ,934
BCR,CSW,82
BCR,ERM,154
BCR,CDJ,202
BCR,CCI,639
BCR,STZ,894
BCR,CFO,387
BCR,CGH,428
BCR,CKO,195
BCR,CMG,55
BCR,CCM,528
BCR,CZS,816
BCR,CPU,320
BCR,SJL,494
BCR,DMT,134
BCR,DNO,492
BCR,DIQ,532
BCR,MVF,477
BCR,CTQ,396
BCR,LVB,920
BCR,DOU,786
BCR,MII,863
BCR,PVI,8
BCR,IOS,900
BCR,STM,38
BCR,UDI,733
BCR,MAO,502
BCR,ERN,443
BCR,UMU,604
BCR,URB,230
BCR,ESI,216
BCR,VIX,20
BCR,ALQ,354
BCR,PET,933
BCR,FEJ,404
BCR,FEC,854
BCR,FEN,639
BCR,FRC,677
BCR,FBE,470
BCR,JDF,633
BCR,GIG,559
BCR,PVH,890
BCR,GVR,12
BCR,GCV,59
BCR,GDP,935
BCR,GJM,705
BCR,GNM,131
BCR,GUZ,819
BCR,REC,193
BCR,GUJ,418
BCR,GMS,715
BCR,GRP,153
BCR,LOI,344
BCR,FLN,18
BCR,ITR,62
BCR,HRZ,264
BCR,ILB,6
BCR,IMP,171
BCR,IPU,985
BCR,IPG,882
BCR,IRE,862
BCR,ITN,314
BCR,ITA,999
BCR,ITB,4
BCR,ITI,754
BCR,ITP,876
BCR,ITQ,416
BCR,AUB,996
BCR,ITE,973
BCR,IJU,108
BCR,JCR,250
BCR,JCM,433
BCR,JNA,342
BCR,JTI,74
BCR,JEQ,768
BCR,JPR,11
BCR,JCB,897
BCR,CPV,360
BCR,JIA,14
BCR,JRN,885
BCR,LBR,154
BCR,LAJ,185
BCR,JOI,537
BCR,RAO,427
BCR,LEP,908
BCR,LIP,269
BCR,LDB,153
BCR,SSA,723
BCR,MEA,880
BCR,MCP,111
BCR,VAG,397
BCR,MNX,546
BCR,MAB,1000
BCR,SLZ,109
BCR,CGB,767
BCR,MTG,906
BCR,MBK,524
BCR,MBZ,451
BCR,NTM,591
BCR,MTE,848
BCR,MEU,327
BCR,MOC,527
BCR,PNG,420
BCR,PTO,216
BCR,NNU,914
BCR,NVT,313
BCR,NQL,632
BCR,NOK,26
BCR,NVP,54
BCR,OBI,462
BCR,OYK,326
BCR,ORX,489
BCR,OIA,384
BCR,OUS,290
BCR,MCZ,635
BCR,PMW,823
BCR,PLU,4
BCR,PBB,238
BCR,PIN,319
BCR,PFB,336
BCR,PSW,629
BCR,POJ,645
BCR,PAV,711
BCR,PNZ,544
BCR,PCS,520
BCR,PBQ,142
BCR,PHI,675
BCR,FOR,773
BCR,PIV,35
BCR,PIG,604
BCR,POO,651
BCR,PLL,57
BCR,PMG,536
BCR,LCB,292
BCR,PBX,936
BCR,PTQ,128
BCR,PBV,827
BCR,PNB,380
BCR,BPS,193
BCR,PPY,504
BCR,PDF,983
BCR,RBR,995
BCR,BSB,1000
BCR,PGG,173
BCR,RDC,414
BCR,MGF,747
BCR,JDO,310
BCR,IDO,306
BCR,RIG,491
BCR,RVD,506
BCR,ROO,586
BCR,URG,278
BCR,POA,217
BCR,SNZ,80
BCR,CSU,469
BCR,SFV,542
BCR,GYN,435
BCR,AJU,999
BCR,SRA,799
BCR,SSZ,126
BCR,PHB,420
BCR,SDU,916
BCR,SXO,586
BCR,SXX,805
BCR,SJP,60
BCR,SJK,617
BCR,SSO,207
BCR,SQY,793
BCR,SBJ,929
BCR,SQM,136
BCR,SQX,551
BCR,GRU,167
BCR,ZMD,907
BCR,THE,583
BCR,SEI,436
BCR,GEL,512
BCR,RRN,988
BCR,RSG,37
BCR,OPS,228
BCR,SOD,678
BCR,SWM,843
BCR,RWS,959
BCR,TBT,120
BCR,CNF,507
BCR,GPB,643
BCR,TGQ,718
BCR,TRQ,914
BCR,TFF,86
BCR,TXF,246
BCR,TEC,380
BCR,TFL,321
BCR,TOW,227
BCR,TSQ,305
BCR,TMT,221
BCR,TUZ,986
BCR,TUR,59
BCR,UBT,504
BCR,UBA,213
BCR,UNA,608
BCR,IPN,665
BCR,BEL,103
BCR,VAL,760
BCR,VIA,124
BCR,BVH,265
BCR,VCP,633
BCR,VDC,240
BCR,VOT,718
BCR,AXE,653
LAZ,PPB,339
LAZ,MVS,988
LAZ,XAP,604
LAZ,CWB,865
LAZ,ALT,987
LAZ,AMJ,445
LAZ,AFL,277
LAZ,ATM,812
LAZ,APY,694
LAZ,APS,421
LAZ,APU,867
LAZ,ARU,645
LAZ,ARS,598
LAZ,AUX,202
LAZ,APQ,254
LAZ,APX,807
LAZ,AAG,710
LAZ,AQA,532
LAZ,AAX,619
LAZ,AQM,412
LAZ,AAI,150
LAZ,ZFU,258
LAZ,AIF,249
LAZ,NAT,623
LAZ,BFH,518
LAZ,BSS,103
LAZ,BAZ,616
LAZ,BQQ,791
LAZ,BDC,45
LAZ,BPG,57
LAZ,BRA,708
LAZ,BRB,970
LAZ,CAW,717
LAZ,RIA,316
LAZ,BAU,225
LAZ,BVM,323
LAZ,BGV,899
LAZ,BNU,660
LAZ,BVB,614
LAZ,BCR,731
LAZ,BYO,770
LAZ,RBB,291
LAZ,BJP,927
LAZ,BVS,751
LAZ,BMS,743
LAZ,BZC,148
LAZ,CFB,486
LAZ,CFC,911
LAZ,CCX,616
LAZ,CCQ,418
LAZ,CDI,745
LAZ,OAL,980
LAZ,CLV,200
LAZ,CMT,283
LAZ,CMC,226
LAZ,CPQ,429
LAZ,CMP,330
LAZ,CXJ,93
LAZ,CGR,869
LAZ,CBW,685
LAZ,NBV,550
LAZ,CQA,272
LAZ,CNV,842
LAZ,FLB,467
LAZ,CKS,901
LAZ,CAF,564
LAZ,CRQ,895
LAZ,CZB,573
LAZ,CLN,825
LAZ,CAU,499
LAZ,CTP,581
LAZ,CAC,798
LAZ,CSS,881
LAZ,JPA,332
LAZ,TLZ,530
LAZ,IGU,143
LAZ,BAT,325
LAZ,LEC,279
LAZ,BGX,799
LAZ,CIZ,392
LAZ,CSW,58
LAZ,ERM,953
LAZ,CDJ,405
LAZ,CCI,621
LAZ,STZ,131
LAZ,CFO,711
LAZ,CGH,107
LAZ,CKO,645
LAZ,CMG,566
LAZ,CCM,749
LAZ,CZS,251
LAZ,CPU,585
LAZ,SJL,773
LAZ,DMT,161
LAZ,DNO,131
LAZ,DIQ,203
LAZ,MVF,767
LAZ,CTQ,470
LAZ,LVB,46
LAZ,DOU,419
LAZ,MII,458
LAZ,PVI,366
LAZ,IOS,978
LAZ,STM,91
LAZ,UDI,886
LAZ,MAO,642
LAZ,ERN,468
LAZ,UMU,824
LAZ,URB,352
LAZ,ESI,139
LAZ,VIX,831
LAZ,ALQ,105
LAZ,PET,777
LAZ,FEJ,583
LAZ,FEC,202
LAZ,FEN,787
LAZ,FRC,686
LAZ,FBE,529
LAZ,JDF,30
LAZ,GIG,816
LAZ,PVH,523
LAZ,GVR,784
LAZ,GCV,547
LAZ,GDP,350
LAZ,GJM,948
LAZ,GNM,277
LAZ,GUZ,889
LAZ,REC,784
LAZ,GUJ,29
LAZ,GMS,673
LAZ,GRP,8
LAZ,LOI,537
LAZ,FLN,444
LAZ,ITR,970
LAZ,HRZ,946
LAZ,ILB,892
LAZ,IMP,399
LAZ,IPU,864
LAZ,IPG,908
LAZ,IRE,294
LAZ,ITN,117
LAZ,ITA,564
LAZ,ITB,272
LAZ,ITI,206
